Team,Player,Allstars,College,Play_Yrs,Games,Year,Pick,Player_ID,Season_ID,Conference,League_ID,Games_Played,Minutes,Points,O_Rebounds,D_Rebounds,Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Attempted,FG_Made,FT_Attempted,FT_Made,Three_Attempted,Three_Made
SDR,Bill Gaines,False,East Texas State University,0,0,1968,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Mickey McCarthy,False,Texas Christian University,0,0,1968,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Mike Drepling,False,Westminster College of Pennsylvania,0,0,1968,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Ed Fellers,False,Guilford College,0,0,1968,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Johnny Baum,False,Temple University,2,65,1968,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Johnny Baum,False,Temple University,2,65,1969,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Bernie Foster,False,Point Loma Nazarene University,0,0,1968,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Chuck Caldwell,False,University of Missouri-St. Louis,0,0,1968,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Fred Holden,False,University of Louisville,0,0,1968,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Dennis Blace,False,University of San Francisco,0,0,1968,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Dick Harris,False,Manchester University,0,0,1968,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Bob Ferguson,False,Tennessee Wesleyan College,0,0,1968,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Mike Eberle,False,University of Wyoming,0,0,1968,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Terry Allerton,False,Baldwin-Wallace College,0,0,1968,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Joe Crews,False,Villanova University,0,0,1968,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Tom Benedict,False,Central Washington University,0,0,1968,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Greg Morris,False,Cornell University,0,0,1968,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,John Howard,False,University of Cincinnati,0,0,1968,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Milt Williams,False,Lincoln University of Missouri,3,68,1968,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Nate Ware,False,Tennessee State University,0,0,1968,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Harold Grant,False,Pepperdine University,0,0,1968,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Bob Zoretich,False,DePaul University,0,0,1968,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Art Kenny,False,Fairfield University,0,0,1968,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Bill Corley,False,University of Connecticut,0,0,1968,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Rich Mason,False,Indiana State University,0,0,1968,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Jim LaCour,False,Seattle University,0,0,1968,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Jay Reffords,False,0,0,0,1968,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Rich Rirkendal,False,Norfolk State University,0,0,1968,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Ron Woodruff,False,Midwestern State University,0,0,1968,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Willie Horton,False,University of Delaware,0,0,1968,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1978,West,NBA,1,28,11,0,0,8,3,0,0,0,0,12,5,2,1,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1969,East,NBA,1,18,10,0,0,11,4,0,0,0,0,8,4,2,2,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1988,West,NBA,1,13,4,0,0,3,0,0,0,0,0,6,1,2,2,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1987,West,NBA,1,14,10,0,0,4,0,0,0,0,0,9,4,2,2,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1986,West,NBA,1,27,10,0,0,8,3,0,0,0,0,9,4,2,2,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1985,West,NBA,1,32,21,0,0,7,2,0,0,0,0,15,9,4,3,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1984,West,NBA,1,23,11,0,0,6,1,0,0,0,0,10,5,2,1,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1983,West,NBA,1,37,25,0,0,13,2,0,0,0,0,19,11,4,3,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1982,West,NBA,1,32,20,0,0,6,5,0,0,0,0,12,9,3,2,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1980,West,NBA,1,23,15,0,0,6,4,0,0,0,0,9,6,3,3,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1979,West,NBA,1,30,17,0,0,16,9,0,0,0,0,17,6,6,5,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1976,West,NBA,1,23,21,0,0,4,2,0,0,0,0,14,8,6,5,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1975,West,NBA,1,36,22,0,0,5,3,0,0,0,0,16,9,4,4,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1974,West,NBA,1,19,7,0,0,10,3,0,0,0,0,10,3,2,1,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1973,West,NBA,1,23,14,0,0,8,6,0,0,0,0,11,7,0,0,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1972,West,NBA,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1971,West,NBA,1,19,12,0,0,7,2,0,0,0,0,10,5,2,2,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1970,West,NBA,1,30,19,0,0,14,1,0,0,0,0,16,8,4,3,0,0
MIL,Kareem Abdul-Jabbar,True,"University of California, Los Angeles",20,1560,1969,1,abdulka01,1981,West,NBA,1,22,2,1,2,3,1,3,2,1,3,10,1,0,0,0,0
PHO,Neal Walk,False,University of Florida,8,568,1969,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Lucius Allen,False,"University of California, Los Angeles",10,702,1969,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,Terry Driscoll,False,Boston College,4,244,1969,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Larry Cannon,False,La Salle University,0,19,1969,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Bingo Smith,False,University of Tulsa,11,865,1969,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Bob Portman,False,Creighton University,4,221,1969,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Jo Jo White,True,University of Kansas,12,837,1969,9,whitejo01,1971,East,NBA,1,18,12,0,0,4,3,0,0,0,0,15,6,2,0,0,0
BOS,Jo Jo White,True,University of Kansas,12,837,1969,9,whitejo01,1970,East,NBA,1,22,10,0,0,9,2,0,0,0,0,10,5,0,0,0,0
ATL,Butch Beard,True,University of Louisville,9,605,1969,10,beardbu01,1971,East,NBA,1,7,3,0,0,1,0,0,0,0,0,4,1,1,1,0,0
NYK,John Warren,False,St. John's University,5,303,1969,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Willie McCarter,False,Drake University,3,155,1969,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Mike Davis,False,Virginia Union University,3,204,1969,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Mike Davis,False,Colorado State University,0,0,1969,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCK,Mike Davis,False,Bradley University,0,0,1976,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Mike Davis,False,University of Alabama,0,0,1983,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Rick Roberson,False,University of Cincinnati,7,423,1969,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Simmie Hill,False,West Texas A&M University,0,0,1969,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Bob Greacen,False,Rutgers University,2,43,1969,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Ronald Taylor,False,University of Southern California,0,0,1969,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,Willie Norwood,False,Alcorn State University,7,430,1969,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Ken Spain,False,University of Houston,0,0,1969,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Bernie Williams,False,La Salle University,2,128,1969,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Ed Siudet,False,College of the Holy Cross,0,0,1969,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Gene Williams,False,Kansas State University,0,0,1969,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Bill Bunting,False,University of North Carolina,0,0,1969,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Dick Garrett,False,Southern Illinois University,5,339,1969,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Willie Taylor,False,LeMoyne College,0,0,1969,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Willie Scott,False,Alabama State University,0,0,1969,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Floyd Kerr,False,Colorado State University,0,0,1969,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Skeeter Swift,False,East Tennessee State University,0,0,1969,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Lee Winfield,False,University of North Texas,7,403,1969,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Lamar Green,False,Morehead State University,5,360,1969,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Norm Van Lier,True,Saint Francis University,10,746,1969,34,vanlino01,1976,West,NBA,1,14,2,0,0,1,1,0,0,0,0,3,1,0,0,0,0
CHI,Norm Van Lier,True,Saint Francis University,10,746,1969,34,vanlino01,1975,West,NBA,1,14,3,0,0,1,0,0,0,0,0,4,1,2,1,0,0
CHI,Norm Van Lier,True,Saint Francis University,10,746,1969,34,vanlino01,1973,West,NBA,1,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
SDR,Charles Bonaparte,False,Norfolk State University,0,0,1969,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Tom Hagan,False,Vanderbilt University,0,0,1969,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Luther Rackley,False,Xavier University,4,221,1969,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Lloyd Kerr,False,Colorado State University,0,0,1969,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Eddie Mast,False,Temple University,3,112,1969,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Luther Green,False,Long Island University,1,5,1969,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Mike Grosso,False,University of Louisville,0,0,1969,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Mike Grosso,False,University of Louisville,0,0,1970,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Fred Carter,False,Mount St. Mary's University,8,611,1969,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Dennis Stewart,False,University of Michigan,0,2,1969,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Bob Dandridge,True,Norfolk State University,13,839,1969,45,dandrbo01,1975,West,NBA,1,27,10,0,0,6,0,0,0,0,0,10,5,0,0,0,0
MIL,Bob Dandridge,True,Norfolk State University,13,839,1969,45,dandrbo01,1974,West,NBA,1,18,4,0,0,2,1,0,0,0,0,6,2,0,0,0,0
MIL,Bob Dandridge,True,Norfolk State University,13,839,1969,45,dandrbo01,1972,West,NBA,1,11,4,0,0,3,0,0,0,0,0,4,2,0,0,0,0
MIL,Bob Dandridge,True,Norfolk State University,13,839,1969,45,dandrbo01,1978,East,NBA,1,18,8,0,0,3,1,0,0,0,0,5,3,3,2,0,0
DET,Ted Wierman,False,Washington State University,0,0,1969,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Dave Nash,False,University of Kansas,0,0,1969,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Johnny Allen,False,Bethune-Cookman College,0,0,1969,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Lee Lafayette,False,Michigan State University,0,0,1969,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Ron Sanford,False,University of New Mexico,0,0,1969,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Ron Sanford,False,University of New Mexico,0,0,1970,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Steve Kuberski,False,Bradley University,9,568,1969,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Billy Hann,False,University of Tennessee,0,0,1969,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Elnardo Webster,False,Saint Peter's College,0,0,1969,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Don Griffin,False,Stanford University,0,0,1969,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Dave Scholz,False,University of Illinois at Urbana-Champaign,1,1,1969,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Gene Ford,False,Western Michigan University,0,0,1969,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Ken Heitz,False,"University of California, Los Angeles",0,0,1969,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Jerry King,False,University of Louisville,0,0,1969,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,Steve Mix,True,University of Toledo,12,787,1969,61,mixst01,1974,East,NBA,1,11,4,0,0,2,0,0,0,0,0,5,2,0,0,0,0
CHI,Chris Ellis,False,Virginia Polytechnic Institute and State University,0,0,1969,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Charles Hentz,False,University of Arkansas at Pine Bluff,0,0,1969,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Willie Wise,True,Drake University,2,77,1969,64,wisewi01,1971,West,ABA,1,33,15,2,7,9,3,0,0,2,2,8,5,7,5,0,0
SFW,Willie Wise,True,Drake University,2,77,1969,64,wisewi01,1972,West,ABA,1,37,26,2,4,6,4,0,0,1,3,20,11,4,4,0,0
SFW,Willie Wise,True,Drake University,2,77,1969,64,wisewi01,1973,West,ABA,1,25,8,6,1,7,0,1,1,1,1,12,4,0,0,0,0
CIN,Jake Ford,False,University of Maryland Eastern Shore,2,31,1969,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Jake Ford,False,University of Maryland Eastern Shore,2,31,1970,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,George Thompson,True,Marquette University,1,73,1969,66,thompge01,1971,East,ABA,1,17,10,0,0,0,2,0,0,0,1,9,5,0,0,2,0
BOS,George Thompson,True,Marquette University,1,73,1969,66,thompge01,1972,East,ABA,1,22,10,0,1,1,0,0,0,1,1,10,4,2,2,0,0
BOS,George Thompson,True,Marquette University,1,73,1969,66,thompge01,1973,East,ABA,1,21,10,0,2,2,3,0,0,4,1,8,5,0,0,0,0
ATL,Mike Mitchell,True,West Texas A&M University,0,0,1969,67,mitchmi01,1980,East,NBA,1,15,14,0,0,4,2,0,0,0,0,12,6,2,2,0,0
CLE,Mike Mitchell,True,Auburn University,10,759,1978,15,mitchmi01,1980,East,NBA,1,15,14,0,0,4,2,0,0,0,0,12,6,2,2,0,0
NYK,Gene Littles,False,High Point University,0,0,1969,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Wil Jones,True,Albany State University,2,159,1969,69,joneswi01,1971,West,ABA,1,10,2,1,2,3,0,0,0,0,2,3,1,0,0,0,0
PHI,Joe Cromer,False,Temple University,0,0,1969,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Willie Jackson,False,Morehead State University,0,0,1969,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOU,Willie Jackson,False,Centenary College of Louisiana,0,0,1984,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Dan Sadlier,False,University of Dayton,0,0,1969,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,John Arthurs,False,Tulane University,1,11,1969,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Ben McGilmer,False,University of Iowa,0,0,1969,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Ben McGilmer,False,University of Iowa,0,0,1970,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,Larry Jeffries,False,Trinity University,0,0,1969,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,George Tinsley,False,Kentucky Wesleyan College,0,0,1969,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Bob Tallent,False,George Washington University,0,0,1969,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Dan Obravak,False,University of Dayton,0,0,1969,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Mel Coleman,False,University of Wisconsin-Stout,0,0,1969,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Dolph Pulliam,False,Drake University,0,0,1969,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Guy Mackner,False,South Dakota State University,0,0,1969,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Dwight Durante,False,Cawtaba College,0,0,1969,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Dick Grubar,False,University of North Carolina,0,0,1969,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Paul Loveday,False,University of California,0,0,1969,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Bill Sweet,False,"University of California, Los Angeles",0,0,1969,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Bill Keller,False,Purdue University,0,0,1969,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Greg Wittman,False,Western Carolina University,0,0,1969,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,Steve Vandenberg,False,Duke University,0,0,1969,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Frank Judge,False,Huston-Tillotson University,0,0,1969,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Lynn Shackelford,False,"University of California, Los Angeles",0,0,1969,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Pat Foley,False,University of the Pacific,0,0,1969,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,L.C. Bowen,False,Bradley University,0,0,1969,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Jim Johnson,False,University of Wisconsin,0,0,1969,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Bob Bundy,False,Vanderbilt University,0,0,1969,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Chris Thomforde,False,Princeton University,0,0,1969,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Kari Liimbo,False,Brigham Young University,0,0,1969,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Dave Hamilton,False,West Virginia State University,0,0,1969,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Jeff Claypool,False,Grove City College,0,0,1969,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Bob Edwards,False,Arizona State University,0,0,1969,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,John Schell,False,University of Wisconsin,0,0,1969,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Theartis Wallace,False,Central Washington University,0,0,1969,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,Bob Arnzen,False,University of Notre Dame,1,55,1969,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Roger Moller,False,Westmar University,0,0,1969,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Bill DeHeer,False,Indiana University,0,0,1969,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Steve Rippe,False,"University of California, Santa Barbara",0,0,1969,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,Merton Bancroft,False,Missouri State University,0,0,1969,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Bob Whitmore,False,University of Notre Dame,0,0,1969,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Bob Christian,False,Grambling State University,4,246,1969,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Jim Healey,False,Rockhurst University,0,0,1969,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Joe Smith,False,Oklahoma State University,0,0,1969,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSW,Joe Smith,False,University of Maryland,16,1030,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Jim Bowles,False,Trinity University,0,0,1969,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Barry White,False,Hofstra University,0,0,1969,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Steve Jennings,False,University of Southern California,0,0,1969,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Jim Satalin,False,St. Bonaventure University,0,0,1969,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Vince Fritz,False,Oregon State University,0,0,1969,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAL,Vince Fritz,False,Oregon State University,0,0,1970,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,George Reynolds,False,University of Houston,1,10,1969,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Sterling Burke,False,Northwestern University,0,0,1969,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR,Larry Cheatham,False,University of Tulsa,0,0,1969,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFW,Greg Reed,False,"California State University, Sacramento",0,0,1969,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,James Hurley,False,Transylvania University,0,0,1969,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Gordon Smith,False,University of Cincinnati,0,0,1969,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
